web-scraper-order,web-scraper-start-url,category-link,category-link-href,subcategory-link,subcategory-link-href,product-link,product-link-href,name,price,description,image
"1720903360-61","https://mejuri.com/ca/en","Necklaces","https://mejuri.com/ca/en/category/necklaces","Pendant Necklaces","https://mejuri.com/ca/en/category/necklaces/pendant-necklaces","Heart Station Necklace","https://mejuri.com/ca/en/shop/products/heart-station-necklace?qID=1e7d3b1816d6d14bed12eae95e73f4b8","Heart Station Necklace","C$185","Do what you want. Wear your hearts out. Handcrafted in 18k gold vermeil.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/30205/original/0-MultiStationHeartNecklace-V-Front_021.jpg?1694617035"
"1720903367-62","https://mejuri.com/ca/en","Necklaces","https://mejuri.com/ca/en/category/necklaces","Pendant Necklaces","https://mejuri.com/ca/en/category/necklaces/pendant-necklaces","Zodiac Pendant Necklace Silver","https://mejuri.com/ca/en/shop/products/zodiac-pendant-necklace-cancer-silver?qID=1e7d3b1816d6d14bed12eae95e73f4b8","Zodiac Pendant Necklace Silver","C$128","The stars have aligned. And, they’ve confirmed that this everyday pendant necklace is compatible in all 12 houses of your birth chart. A subtle play on zodiac signs featuring a constellation—so no one has to know, unless they know. Handcrafted in sterling silver featuring an elevated, spinning disk and set with white sapphire gemstones.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/27563/original/0-ZodiacRelaunch_ZodiacNecklaceCancer_SS_FRONT_256.jpg?1669743618"
"1720903373-63","https://mejuri.com/ca/en","Necklaces","https://mejuri.com/ca/en/category/necklaces","Pendant Necklaces","https://mejuri.com/ca/en/category/necklaces/pendant-necklaces","Essential Pearl Necklace","https://mejuri.com/ca/en/shop/products/essential-pearl-necklace?qID=1e7d3b1816d6d14bed12eae95e73f4b8","Essential Pearl Necklace","C$568","We’re not asking you to pick favorites but here’s one pearl necklace to rule them all. Handcrafted in 14k solid gold.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/16776/original/ClassicPearls_necklace_white_yg_hero_0169.jpg?1605793934"
"1720903380-64","https://mejuri.com/ca/en","Necklaces","https://mejuri.com/ca/en/category/necklaces","Pendant Necklaces","https://mejuri.com/ca/en/category/necklaces/pendant-necklaces","Zodiac Pendant Necklace","https://mejuri.com/ca/en/shop/products/zodiac-pendant-necklace-sagittarius?qID=1e7d3b1816d6d14bed12eae95e73f4b8","Zodiac Pendant Necklace","C$168","The stars have aligned. And, they’ve confirmed that this everyday pendant necklace is compatible in all 12 houses of your birth chart. A subtle play on zodiac signs featuring a constellation—so no one has to know, unless they know. Handcrafted in 18k gold vermeil featuring an elevated, spinning disk and set with white sapphire gemstones.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/25733/original/0-ZodiacRelaunch_ZodiacNecklaceSagitarius_V_FRONT_172.jpg?1658861142"
"1720903386-65","https://mejuri.com/ca/en","Necklaces","https://mejuri.com/ca/en/category/necklaces","Pendant Necklaces","https://mejuri.com/ca/en/category/necklaces/pendant-necklaces","Zodiac Pendant Necklace Silver","https://mejuri.com/ca/en/shop/products/zodiac-pendant-necklace-gemini-silver?qID=1e7d3b1816d6d14bed12eae95e73f4b8","Zodiac Pendant Necklace Silver","C$128","The stars have aligned. And, they’ve confirmed that this everyday pendant necklace is compatible in all 12 houses of your birth chart. A subtle play on zodiac signs featuring a constellation—so no one has to know, unless they know. Handcrafted in sterling silver featuring an elevated, spinning disk and set with white sapphire gemstones.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/27553/original/0-ZodiacRelaunch_ZodiacNecklaceGemini_SS_FRONT_529.jpg?1669742775"
"1720903391-66","https://mejuri.com/ca/en","Necklaces","https://mejuri.com/ca/en/category/necklaces","Pendant Necklaces","https://mejuri.com/ca/en/category/necklaces/pendant-necklaces","Bold Letter Pendant Necklace","https://mejuri.com/ca/en/shop/products/bold-letter-pendant-necklace?qID=1e7d3b1816d6d14bed12eae95e73f4b8","Bold Letter Pendant Necklace","C$198","Sign off your necklace layers with a statement initial that says it all. Handcrafted in 18k gold vermeil with an accordion pattern. Each pendant comes with a 20 to 22-inch cable chain.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/19712/original/LetterPendant_S_V_straightattachment_hero.jpg?1617714385"
"1720903396-67","https://mejuri.com/ca/en","Necklaces","https://mejuri.com/ca/en/category/necklaces","Pendant Necklaces","https://mejuri.com/ca/en/category/necklaces/pendant-necklaces","Linked Gemstone Necklace","https://mejuri.com/ca/en/shop/products/linked-gemstone-necklace-green-aventurine?qID=1e7d3b1816d6d14bed12eae95e73f4b8","Linked Gemstone Necklace","C$698","Celebrate connections big and small, romantic and platonic, new and old, with a sentimental (and stylish) statement. Featuring two uniquely shaped, interlinked rings symbolizing the strength of a personal bond. Handcrafted in 14k solid gold featuring a green aventurine link.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/25815/original/0-LinkedGemstoneNecklace_GreenAventurine_14K_FRONT_055.jpg?1659966212"
"1720903401-68","https://mejuri.com/ca/en","Necklaces","https://mejuri.com/ca/en/category/necklaces","Pendant Necklaces","https://mejuri.com/ca/en/category/necklaces/pendant-necklaces","Horizontal Engravable Bar Necklace","https://mejuri.com/ca/en/shop/products/horizontal-engravable-bar-necklace?qID=1e7d3b1816d6d14bed12eae95e73f4b8","Horizontal Engravable Bar Necklace","C$428","We took everyone's favorite, the Engravable Necklace, and elevated the design. The bar has a sleek, minimal design and is handcrafted in 14k solid gold. It allows you to engrave up to seven letters, so let your imagination run wild.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/29652/original/HorizontalEngravableBar_Necklace_yg_Hero-0182.jpg?1686755542"
"1720903406-69","https://mejuri.com/ca/en","Necklaces","https://mejuri.com/ca/en/category/necklaces","Pendant Necklaces","https://mejuri.com/ca/en/category/necklaces/pendant-necklaces","Vermeil Linked Necklace","https://mejuri.com/ca/en/shop/products/vermeil-linked-necklace?qID=1e7d3b1816d6d14bed12eae95e73f4b8","Vermeil Linked Necklace","C$198","Celebrate connections big and small, romantic and platonic, new and old, with a sentimental (and stylish) statement. Featuring two uniquely shaped, interlinked rings symbolizing the strength of a personal bond. Handcrafted in gold vermeil, a thick layer of 18k gold over 925 sterling silver.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/23433/original/0_VermeilLinkedNecklace_V_Hero.jpg?1643823776"
"1720903413-70","https://mejuri.com/ca/en","Necklaces","https://mejuri.com/ca/en/category/necklaces","Pendant Necklaces","https://mejuri.com/ca/en/category/necklaces/pendant-necklaces","Long Chain Necklace","https://mejuri.com/ca/en/shop/products/long-chain-necklace?qID=1e7d3b1816d6d14bed12eae95e73f4b8","Long Chain Necklace","C$278","Add charms or layer with other necklaces and chokers.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/27400/original/ln_1.jpeg?1668702238"
"1720903419-71","https://mejuri.com/ca/en","Necklaces","https://mejuri.com/ca/en/category/necklaces","Pendant Necklaces","https://mejuri.com/ca/en/category/necklaces/pendant-necklaces","Black Onyx Pendant Necklace","https://mejuri.com/ca/en/shop/products/black-onyx-pendant-necklace-silver?qID=1e7d3b1816d6d14bed12eae95e73f4b8","Black Onyx Pendant Necklace","C$198","A natural fit. Handcrafted in sterling silver featuring a black onyx gemstone. Plays well with the Black Onyx Square Signet Ring.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/29446/original/0-MENSGEMSTONEPENDANTNECKLACELES_BlackOnyxPendantNecklaceSilver_SS_Front_211.jpg?1684853470"
"1720903425-72","https://mejuri.com/ca/en","Necklaces","https://mejuri.com/ca/en/category/necklaces","Pendant Necklaces","https://mejuri.com/ca/en/category/necklaces/pendant-necklaces","Satellite Necklace","https://mejuri.com/ca/en/shop/products/satellite-necklace-white-sapphire?qID=1e7d3b1816d6d14bed12eae95e73f4b8","Satellite Necklace","C$128","The cutest necklace you’ll ever own. Handcrafted in vermeil, a thick 18k gold layer on top of sterling silver with white sapphires. A piece that’ll go with your favorite tee or party dress.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/18236/original/SatelliteWhiteSapphire_Necklace_v_Hero-0136.jpg?1605987897"
"1720903431-73","https://mejuri.com/ca/en","Necklaces","https://mejuri.com/ca/en/category/necklaces","Pendant Necklaces","https://mejuri.com/ca/en/category/necklaces/pendant-necklaces","Diamond Necklace","https://mejuri.com/ca/en/shop/products/diamond-necklace-white-gold?qID=1e7d3b1816d6d14bed12eae95e73f4b8","Diamond Necklace","C$398","This is a classic, through and through and we wouldn't want it any other way. The necklace is handcrafted in 14k white gold finished in rhodium plating with a round cut responsibly sourced diamond in a bezel setting. A piece you can hold on to forever (to pass on or keep all to yourself).","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/26404/original/0-DiamondNecklace_SoloDiamondNecklace_FrontView_WG_085.jpg?1663005805"
"1720903436-74","https://mejuri.com/ca/en","Necklaces","https://mejuri.com/ca/en/category/necklaces","Pendant Necklaces","https://mejuri.com/ca/en/category/necklaces/pendant-necklaces","Blossom Pendant Necklace","https://mejuri.com/ca/en/shop/products/blossom-pendant-necklace?qID=1e7d3b1816d6d14bed12eae95e73f4b8","Blossom Pendant Necklace","C$168","A centerpiece, reimagined. Keep this floral necklace on display. Handcrafted in 18k gold vermeil featuring a blossom motif and a round frame.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/32236/original/0-VERMEILMEANINGFULNECKLACES-FlowerNecklaceVermeilRound-V-Front_011.jpg?1712688650"
"1720903441-75","https://mejuri.com/ca/en","Necklaces","https://mejuri.com/ca/en/category/necklaces","Pendant Necklaces","https://mejuri.com/ca/en/category/necklaces/pendant-necklaces","Large Pavé Diamond Round Necklace","https://mejuri.com/ca/en/shop/products/pave-diamond-round-necklace?qID=1e7d3b1816d6d14bed12eae95e73f4b8","Large Pavé Diamond Round Necklace","C$568","This time we said more is more—more pavé, more shine, bigger statement. Handcrafted in 14k solid gold and set with responsibly sourced diamonds.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/30749/original/0-LargePaveDiamondRoundNecklace-14K-Front_014.jpg?1698173483"
"1720903446-76","https://mejuri.com/ca/en","Necklaces","https://mejuri.com/ca/en/category/necklaces","Pendant Necklaces","https://mejuri.com/ca/en/category/necklaces/pendant-necklaces","Layered Opal Necklace","https://mejuri.com/ca/en/shop/products/layered-opal-necklace-silver?qID=1e7d3b1816d6d14bed12eae95e73f4b8","Layered Opal Necklace","C$188","Shoo away your stacking woes with two chains bound seamlessly with a natural opal pendant. Handcrafted in 925 sterling silver and set with 15 to 17-inch chains.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/23344/original/0_LayeredOpalNecklace_SS_Hero.jpg?1642624959"
"1720903452-77","https://mejuri.com/ca/en","Necklaces","https://mejuri.com/ca/en/category/necklaces","Pendant Necklaces","https://mejuri.com/ca/en/category/necklaces/pendant-necklaces","Floating Sapphire Necklace","https://mejuri.com/ca/en/shop/products/floating-sapphire-necklace-silver?qID=1e7d3b1816d6d14bed12eae95e73f4b8","Floating Sapphire Necklace","C$118","A sparkling, sapphire-studded addition to steal the show on your décolletage featuring a fine golden chain..","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/16902/original/FloatingSapphire_Necklace_ss_Hero-0151.jpg?1605794175"
"1720903458-78","https://mejuri.com/ca/en","Necklaces","https://mejuri.com/ca/en/category/necklaces","Pendant Necklaces","https://mejuri.com/ca/en/category/necklaces/pendant-necklaces","Hue Necklace","https://mejuri.com/ca/en/shop/products/hue-necklace-white-topaz?qID=1e7d3b1816d6d14bed12eae95e73f4b8","Hue Necklace","C$288","This necklace is a subtle statement, indeed. A pop of color that will go with everything you own. Handcrafted in 14k solid gold with genuine white topaz gemstones. Embrace your inner artist and layer the Hue necklaces together.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/21540/original/Hue_necklace_yg_hero.jpg?1632942108"
"1720903464-79","https://mejuri.com/ca/en","Necklaces","https://mejuri.com/ca/en/category/necklaces","Pendant Necklaces","https://mejuri.com/ca/en/category/necklaces/pendant-necklaces","Zodiac Pendant Necklace","https://mejuri.com/ca/en/shop/products/zodiac-pendant-necklace-cancer?qID=1e7d3b1816d6d14bed12eae95e73f4b8","Zodiac Pendant Necklace","C$168","The stars have aligned. And, they’ve confirmed that this everyday pendant necklace is compatible in all 12 houses of your birth chart. A subtle play on zodiac signs featuring a constellation—so no one has to know, unless they know. Handcrafted in 18k gold vermeil featuring an elevated, spinning disk and set with white sapphire gemstones.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/25703/original/0-ZodiacRelaunch_ZodiacNecklaceCancer_V_FRONT_256.jpg?1658854889"
"1720903471-80","https://mejuri.com/ca/en","Necklaces","https://mejuri.com/ca/en/category/necklaces","Pendant Necklaces","https://mejuri.com/ca/en/category/necklaces/pendant-necklaces","Layered Opal Necklace","https://mejuri.com/ca/en/shop/products/layered-opal-necklace?qID=1e7d3b1816d6d14bed12eae95e73f4b8","Layered Opal Necklace","C$188","Shoo away your stacking woes with two chains bound seamlessly with a AAA quality cabochon cut opal pendant. Handcrafted in 18k gold vermeil.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/20931/original/0_LayeredOpalNecklace_Opal_V_Front_Hero.jpg?1629368883"
"1720903477-81","https://mejuri.com/ca/en","Necklaces","https://mejuri.com/ca/en/category/necklaces","Pendant Necklaces","https://mejuri.com/ca/en/category/necklaces/pendant-necklaces","Evil Eye Beaded Pendant Necklace","https://mejuri.com/ca/en/shop/products/evil-eye-beaded-pendant-necklace?qID=1e7d3b1816d6d14bed12eae95e73f4b8","Evil Eye Beaded Pendant Necklace","C$168","The evil eye symbol belongs to and represents a multitude of cultural traditions. We acknowledge the importance of recognizing its history as a piece of jewelry that a global community holds close. With a deep appreciation for her Jordanian roots, Mejuri CEO and Founder Noura Sakkijha and our design team created an evil eye-inspired collection that invites everyone to wear this storied symbol of protection. It’s said to ward off envy and evil by bending it back on the bestower. Handcrafted in 18k gold vermeil.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/28562/original/0-EVILEYE_PlainBeadedPendantNecklace_V_Front_016.jpg?1676475582"
"1720903482-82","https://mejuri.com/ca/en","Necklaces","https://mejuri.com/ca/en/category/necklaces","Pendant Necklaces","https://mejuri.com/ca/en/category/necklaces/pendant-necklaces","Linked Two-Tone Necklace","https://mejuri.com/ca/en/shop/products/linked-two-tone-necklace?qID=1e7d3b1816d6d14bed12eae95e73f4b8","Linked Two-Tone Necklace","C$198","Celebrate connections big and small, romantic and platonic, new and old, with a sentimental (and stylish) statement. Featuring two uniquely shaped, interlinked rings symbolizing the strength of a personal bond. Handcrafted in sterling silver and gold vermeil, a thick layer of 18k gold over 925 sterling silver.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/23428/original/0_LinkedTwo-ToneNecklace_V_SS_Hero.jpg?1643819645"
"1720903488-83","https://mejuri.com/ca/en","Necklaces","https://mejuri.com/ca/en/category/necklaces","Pendant Necklaces","https://mejuri.com/ca/en/category/necklaces/pendant-necklaces","Round Topaz Necklace","https://mejuri.com/ca/en/shop/products/round-topaz-necklace?qID=1e7d3b1816d6d14bed12eae95e73f4b8","Round Topaz Necklace","C$128","You’re right, this is the perfect gift. Get them a fresh, clear-cut statement piece that goes with everything they own. Handcrafted in 18k gold vermeil, set with a round cut topaz gemstone.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/24021/original/0_White_Topaz_Round_Necklace_Front.jpg?1646761043"
"1720903493-84","https://mejuri.com/ca/en","Necklaces","https://mejuri.com/ca/en/category/necklaces","Pendant Necklaces","https://mejuri.com/ca/en/category/necklaces/pendant-necklaces","Multi Station Diamond Necklace","https://mejuri.com/ca/en/shop/products/multi-station-diamond-necklace?qID=1e7d3b1816d6d14bed12eae95e73f4b8","Multi Station Diamond Necklace","C$668","Impress yourself with this choker necklace that’s dainty, edgy, and impactful—all at once. Handcrafted in 14k gold featuring five responsibly sourced diamonds.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/30001/original/0-LARIATSMULTISTATION_MultiStationDiamondChoker5Diamonds_14k_Front_344.jpg?1692201070"
"1720903498-85","https://mejuri.com/ca/en","Necklaces","https://mejuri.com/ca/en/category/necklaces","Pendant Necklaces","https://mejuri.com/ca/en/category/necklaces/pendant-necklaces","Lotus Necklace","https://mejuri.com/ca/en/shop/products/lotus-necklace?qID=1e7d3b1816d6d14bed12eae95e73f4b8","Lotus Necklace","C$128","Dress it up or down, this necklace is totally versatile.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/16956/original/Lotus_Necklace_v_hero-0322.jpg?1605794280"
"1720903503-86","https://mejuri.com/ca/en","Necklaces","https://mejuri.com/ca/en/category/necklaces","Pendant Necklaces","https://mejuri.com/ca/en/category/necklaces/pendant-necklaces","Floating Sapphire Necklace","https://mejuri.com/ca/en/shop/products/floating-sapphire-necklace?qID=1e7d3b1816d6d14bed12eae95e73f4b8","Floating Sapphire Necklace","C$128","A sparkling, sapphire-studded addition to steal the show on your décolletage featuring a fine golden chain.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/18173/original/FloatingSapphire_Necklace_v_Hero-0151.jpg?1605987784"
"1720903509-87","https://mejuri.com/ca/en","Necklaces","https://mejuri.com/ca/en/category/necklaces","Pendant Necklaces","https://mejuri.com/ca/en/category/necklaces/pendant-necklaces","Mini Pearl Pendant Necklace","https://mejuri.com/ca/en/shop/products/mini-pearl-pendant-necklace?qID=1e7d3b1816d6d14bed12eae95e73f4b8","Mini Pearl Pendant Necklace","C$128","Like an LBD for your jewelry box. A pearl necklace with endless layering potential. Handcrafted in 18k gold vermeil with freshwater pearls.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/24518/original/0_MiniPearlPendantNecklace_V_Hero.jpg?1648569881"
"1720903514-88","https://mejuri.com/ca/en","Necklaces","https://mejuri.com/ca/en/category/necklaces","Pendant Necklaces","https://mejuri.com/ca/en/category/necklaces/pendant-necklaces","Mini Heart Pavé Diamond Necklace","https://mejuri.com/ca/en/shop/products/mini-heart-pave-diamond-necklace?qID=1e7d3b1816d6d14bed12eae95e73f4b8","Mini Heart Pavé Diamond Necklace","C$428","Throw some mini <3’s in the mix. We promise you’ll love this playful statement forever. Handcrafted in 14k solid gold.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/29977/original/0-14KHEARTS_PaveDiamondHeartNecklace_14K_Front_408.jpg?1692195804"
"1720903519-89","https://mejuri.com/ca/en","Necklaces","https://mejuri.com/ca/en/category/necklaces","Pendant Necklaces","https://mejuri.com/ca/en/category/necklaces/pendant-necklaces","Letter Necklace","https://mejuri.com/ca/en/shop/products/letter-necklace?qID=1e7d3b1816d6d14bed12eae95e73f4b8","Letter Necklace","C$328","Spell it out. The traditional initial necklace gets an upgrade—no chain stack is complete without it. Handcrafted in 14k solid gold.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/28716/original/0-14KPENDANTSNECKLACES_LetterStationNecklacesA_14k_Front_047.jpg?1677708823"
"1720903524-90","https://mejuri.com/ca/en","Necklaces","https://mejuri.com/ca/en/category/necklaces","Pendant Necklaces","https://mejuri.com/ca/en/category/necklaces/pendant-necklaces","Letter Necklace","https://mejuri.com/ca/en/shop/products/letter-necklace-silver?qID=1e7d3b1816d6d14bed12eae95e73f4b8","Letter Necklace","C$98","Spell it out. The traditional initial necklace gets an upgrade—no chain stack is complete without it.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/32753/original/0-SILVERBESTSELLERLES-LetterNecklaceSilverA-SS-Front_047.jpg?1719504529"
"1720903535-91","https://mejuri.com/ca/en","Necklaces","https://mejuri.com/ca/en/category/necklaces","Chains","https://mejuri.com/ca/en/category/necklaces/chains","2.4mm Wheat Chain Necklace","https://mejuri.com/ca/en/shop/products/2-4mm-wheat-chain-necklace-oxidized-silver?qID=29eb1aadbc4bd49ada8b222e564d3f43","2.4mm Wheat Chain Necklace","From C$198","Did your gluten allergy just disappear? This intricately-woven wheat chain is worth it. Handcrafted in oxidized sterling silver—for fans of the lived-in look.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/32388/original/0-MENSOXSILVER-2.4mmWheatChainNecklaceOXSilver-SS-Front_014.jpg?1714491145"
"1720903540-92","https://mejuri.com/ca/en","Necklaces","https://mejuri.com/ca/en/category/necklaces","Chains","https://mejuri.com/ca/en/category/necklaces/chains","Trace Rectangle Chain Necklace","https://mejuri.com/ca/en/shop/products/trace-rectangle-chain-necklace-silver?qID=29eb1aadbc4bd49ada8b222e564d3f43","Trace Rectangle Chain Necklace","From C$198","The ingredients for an excellent chain include equal parts sleek, edgy, modern, and minimal. This one has it all. Handcrafted in sterling silver.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/29234/original/0-SILVERCHAINS_TraceRectangleChainNecklace_SS_FRONT_254.jpg?1682618468"
"1720903545-93","https://mejuri.com/ca/en","Necklaces","https://mejuri.com/ca/en/category/necklaces","Chains","https://mejuri.com/ca/en/category/necklaces/chains","Diamond Tennis Necklace 1.8mm","https://mejuri.com/ca/en/shop/products/diamond-tennis-necklace?qID=29eb1aadbc4bd49ada8b222e564d3f43","Diamond Tennis Necklace 1.8mm","From C$8400","There’s nothing like capturing that ping of sparkle from diamond. Here’s that ping multiplied for an investment piece that’ll induce gasps for decades to come. Handcrafted in 14k solid gold featuring responsibly sourced diamonds. To put on the necklace, place the safety handles in your right hand and the inner tongue in your left, ensuring the diamond side faces out. Insert the tongue into the clasp until you hear a ""click."" Then, clip the safety arms down on both sides of the clasp to secure the necklace. To take it off, unclip and pull the two horizontal safety arms away from the sides of the clasp. Then, press the thin vertical button to release the inner tongue.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/30313/original/0-BoldDiamondTennisNecklace-14K-Front_012.jpg?1695906661"
"1720903550-94","https://mejuri.com/ca/en","Necklaces","https://mejuri.com/ca/en/category/necklaces","Chains","https://mejuri.com/ca/en/category/necklaces/chains","Diamond Tennis Necklace 1.8mm","https://mejuri.com/ca/en/shop/products/diamond-tennis-necklace-white-gold?qID=29eb1aadbc4bd49ada8b222e564d3f43","Diamond Tennis Necklace 1.8mm","From C$8400","There’s nothing like capturing that ping of sparkle from diamond. Here’s that ping multiplied for an investment piece that’ll induce gasps for decades to come. Handcrafted in 14k solid gold featuring responsibly sourced diamonds. To put on the necklace, place the safety handles in your right hand and the inner tongue in your left, ensuring the diamond side faces out. Insert the tongue into the clasp until you hear a ""click."" Then, clip the safety arms down on both sides of the clasp to secure the necklace. To take it off, unclip and pull the two horizontal safety arms away from the sides of the clasp. Then, press the thin vertical button to release the inner tongue.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/30319/original/0-BoldDiamondTennisNecklace-WG-Front_012.jpg?1695906776"
"1720903555-95","https://mejuri.com/ca/en","Necklaces","https://mejuri.com/ca/en/category/necklaces","Chains","https://mejuri.com/ca/en/category/necklaces/chains","Square Micro-Pavé Diamond Tennis Necklace","https://mejuri.com/ca/en/shop/products/square-micro-pave-diamond-tennis-necklace?qID=29eb1aadbc4bd49ada8b222e564d3f43","Square Micro-Pavé Diamond Tennis Necklace","From C$7700","There’s nothing like capturing that ping of sparkle from diamond. Here’s that ping multiplied for an investment piece that’ll induce gasps for decades to come. Handcrafted in 14k solid gold featuring responsibly sourced diamonds. To put on the necklace, place the safety handles in your right hand and the inner tongue in your left, ensuring the diamond side faces out. Insert the tongue into the clasp until you hear a ""click."" Then, clip the safety arms down on both sides of the clasp to secure the necklace. To take it off, unclip and pull the two horizontal safety arms away from the sides of the clasp. Then, press the thin vertical button to release the inner tongue.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/30222/original/0-SquareRiviereTennisNecklace-14K-Front_026.jpg?1695230732"
"1720903561-96","https://mejuri.com/ca/en","Necklaces","https://mejuri.com/ca/en/category/necklaces","Chains","https://mejuri.com/ca/en/category/necklaces/chains","Flat Curb Chain Necklace","https://mejuri.com/ca/en/shop/products/flat-curb-chain-necklace?qID=29eb1aadbc4bd49ada8b222e564d3f43","Flat Curb Chain Necklace","From C$728","The necklace that you never have to take off, goes with everything, and takes your look to another level—is this one.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/28877/original/0-UnisexCurb_necklace_yg_hero_0176.jpg?1679493188"
"1720903567-97","https://mejuri.com/ca/en","Necklaces","https://mejuri.com/ca/en/category/necklaces","Chains","https://mejuri.com/ca/en/category/necklaces/chains","Serpentine Chain Necklace","https://mejuri.com/ca/en/shop/products/serpentine-chain-necklace?qID=29eb1aadbc4bd49ada8b222e564d3f43","Serpentine Chain Necklace","From C$728","Sleek, slinky and statement—everything you need in one staple chain. Handcrafted in 14k solid gold featuring flat, braided links designed for comfortable all day wear. Available in two lengths.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/30940/original/0-SerpentineChainNecklace-14K-Front_014.jpg?1699558606"
