web-scraper-order,web-scraper-start-url,category-link,category-link-href,subcategory-link,subcategory-link-href,product-link,product-link-href,name,price,description,image
"1720902986-1","https://mejuri.com/ca/en","Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets","Anklets","https://mejuri.com/ca/en/category/bracelets-anklets/anklets","Boyfriend Bold Chain Anklet","https://mejuri.com/ca/en/shop/products/boyfriend-bold-chain-anklet?qID=8fc03f37c4b9aee388d99aaca14de4ee","Boyfriend Bold Chain Anklet","C$300","Your boyfriend denim just found its match with the anklet version of one of our most popular chains. Handcrafted in 14k solid gold, so you can wear it every day—whenever, wherever.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/19986/original/0_Boyfriend_Bold_Chain_Anklet_hero.jpg?1620309799"
"1720902991-2","https://mejuri.com/ca/en","Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets","Anklets","https://mejuri.com/ca/en/category/bracelets-anklets/anklets","Anchor Chain Anklet","https://mejuri.com/ca/en/shop/products/anchor-chain-anklet?qID=8fc03f37c4b9aee388d99aaca14de4ee","Anchor Chain Anklet","C$300","A minimal chain with maximum styling impact. Handcrafted in 14k solid gold, this chain is named for the way its interconnected links resemble a ship’s chain holding an anchor.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/20936/original/0_AnchorChain_anklet_yg_topdown_hero.jpg?1629724723"
"1720902997-3","https://mejuri.com/ca/en","Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets","Anklets","https://mejuri.com/ca/en/category/bracelets-anklets/anklets","Micro Pearl Anklet","https://mejuri.com/ca/en/shop/products/micro-pearl-anklet?qID=8fc03f37c4b9aee388d99aaca14de4ee","Micro Pearl Anklet","C$248","Going somewhere? Let this small but mighty anklet take your looks to another level. Handcrafted in 14k gold featuring freshwater pearls.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/32386/original/0-EVILEYETURQUOISE-PearlAnklet-14K-TopDown_185.jpg?1714148887"
"1720903003-4","https://mejuri.com/ca/en","Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets","Anklets","https://mejuri.com/ca/en/category/bracelets-anklets/anklets","Dot Chain Anklet","https://mejuri.com/ca/en/shop/products/dot-chain-anklet?qID=8fc03f37c4b9aee388d99aaca14de4ee","Dot Chain Anklet","C$348","Dot your I’s and stack them too. This anklet is perfect for your regular rotation of stackers. Handcrafted in 14k solid gold.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/24810/original/0_DotChainAnklet_YG_Hero.jpg?1651155975"
"1720903009-5","https://mejuri.com/ca/en","Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets","Anklets","https://mejuri.com/ca/en/category/bracelets-anklets/anklets","Chain Anklet","https://mejuri.com/ca/en/shop/products/chain-anklet?qID=8fc03f37c4b9aee388d99aaca14de4ee","Chain Anklet","C$238","Bare ankles no more. These links will be the cherry on top of your favorite shoe. Handcrafted in 14k solid gold.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/29188/original/0-ANKLETS_ThinCableChainAnklet_14k_TopDown_164.jpg?1682106635"
"1720903021-6","https://mejuri.com/ca/en","Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets","Chain Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets/chain-bracelets","Paperclip Chain Charm Bracelet","https://mejuri.com/ca/en/shop/products/paperclip-chain-charm-bracelet?qID=31362fa236e62844ceb5ceaee72aa6c4","Paperclip Chain Charm Bracelet","C$778","The nostalgia intensifies. Tell your story with this bold chain and our new Stacker Clasp—a link that can layer three of your favorite charms together. Pick the ones that mean the most to you and relive your charm bracelet era. Handcrafted in 14k solid gold.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/28483/original/0_PaperclipChainCharmBracelet_YG_Hero.jpg?1676297099"
"1720903026-7","https://mejuri.com/ca/en","Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets","Chain Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets/chain-bracelets","Double Curb Chain Bracelet","https://mejuri.com/ca/en/shop/products/double-curb-chain-bracelet-silver?qID=31362fa236e62844ceb5ceaee72aa6c4","Double Curb Chain Bracelet","C$90","Double the curb, double the chain, double the silver. This one’s a statement, not a gesture.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/21477/original/DoubleCurbChain_Bracelet_SS_Hero_%281%29.jpg?1632323658"
"1720903031-8","https://mejuri.com/ca/en","Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets","Chain Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets/chain-bracelets","3mm Round Box Chain Bracelet","https://mejuri.com/ca/en/shop/products/3mm-round-box-chain-bracelet?qID=31362fa236e62844ceb5ceaee72aa6c4","3mm Round Box Chain Bracelet","C$998","Simple is always best when it comes to your every day. Not too bold, not too minimal, this chain is just right. Handcrafted in 14k solid yellow gold.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/32439/original/0-MENSROUNDBOXLES-3mmRoundBoxChainBracelet-14K-TopDown_495.jpg?1714744892"
"1720903036-9","https://mejuri.com/ca/en","Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets","Chain Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets/chain-bracelets","Boyfriend Bold Bracelet","https://mejuri.com/ca/en/shop/products/boyfriend-bold-bracelet-white-gold?qID=31362fa236e62844ceb5ceaee72aa6c4","Boyfriend Bold Bracelet","C$238","Your boyfriend denim just found its match. It’s handcrafted in 14k solid gold. Raw, loose, and bold. Wear it every day – whenever, wherever.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/27929/original/BoyfriendBold_Bracelet_wg_hero.jpg?1673977214"
"1720903042-10","https://mejuri.com/ca/en","Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets","Chain Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets/chain-bracelets","4mm Round Box Chain Bracelet","https://mejuri.com/ca/en/shop/products/4mm-round-box-chain-bracelet-silver?qID=31362fa236e62844ceb5ceaee72aa6c4","4mm Round Box Chain Bracelet","C$198","Simple is always best when it comes to your every day. Not too bold, not too minimal, this chain is just right. Handcrafted in sterling silver.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/32445/original/0-MENSROUNDBOXLES-4mmRoundBoxChainBraceletSilver-SS-TopDown_462.jpg?1714745574"
"1720903047-11","https://mejuri.com/ca/en","Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets","Chain Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets/chain-bracelets","3.3mm Wheat Chain Bracelet","https://mejuri.com/ca/en/shop/products/3-3mm-wheat-chain-bracelet-oxidized-silver?qID=31362fa236e62844ceb5ceaee72aa6c4","3.3mm Wheat Chain Bracelet","C$128","Did your gluten allergy just disappear? This intricately-woven wheat chain is worth it. Handcrafted in oxidized sterling silver—for fans of the lived-in look.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/32394/original/0-MENSOXSILVER-3.3mmWheatChainBraceletOXSilver-SS-TopDown_518.jpg?1714495739"
"1720903056-12","https://mejuri.com/ca/en","Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets","Chain Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets/chain-bracelets","Round Box Chain Bracelet","https://mejuri.com/ca/en/shop/products/round-box-chain-bracelet-oxidized-silver?qID=31362fa236e62844ceb5ceaee72aa6c4","Round Box Chain Bracelet","C$128","Simple is always best when it comes to your every day. Not too bold, not too minimal, this chain is just right. Handcrafted in oxidized sterling silver—for fans of the lived-in look.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/32406/original/0-MENSOXSILVER-RoundBoxChainBraceletOXSilver-SS-TopDown_506.jpg?1714498029"
"1720903066-13","https://mejuri.com/ca/en","Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets","Chain Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets/chain-bracelets","Lab Grown Sapphire Tennis Bracelet","https://mejuri.com/ca/en/shop/products/lab-grown-sapphire-tennis-bracelet-silver?qID=31362fa236e62844ceb5ceaee72aa6c4","Lab Grown Sapphire Tennis Bracelet","C$398","Of course you play tennis. Prep your looks with lab grown sapphires. These gemstones have the same chemical and physical properties as natural ones—and sparkle just as nicely. Handcrafted in sterling silver featuring lab grown sapphires.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/30794/original/0-LGS3mmBraceletSilver-SS-TopDown_34920231103-8314-1crq0fy.jpg?1699039649"
"1720903071-14","https://mejuri.com/ca/en","Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets","Chain Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets/chain-bracelets","Patra Bracelet","https://mejuri.com/ca/en/shop/products/patra-bracelet?qID=31362fa236e62844ceb5ceaee72aa6c4","Patra Bracelet","C$185","Points will be made. Build your look with the strongest shape—and let it embolden everything else. Handcrafted in 18k gold vermeil.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/30571/original/0-PyramidBracelet-V-TopDown_445.jpg?1697655453"
"1720903083-15","https://mejuri.com/ca/en","Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets","Chain Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets/chain-bracelets","Rectangular Micro-Pavé Diamond Tennis Bracelet","https://mejuri.com/ca/en/shop/products/rectangular-micro-pave-diamond-tennis-bracelet?qID=31362fa236e62844ceb5ceaee72aa6c4","Rectangular Micro-Pavé Diamond Tennis Bracelet","From C$2400","There’s nothing like capturing that ping of sparkle from diamond. Here’s that ping multiplied for an investment piece that’ll induce gasps for decades to come. Handcrafted in 14k solid gold featuring responsibly sourced diamonds. To put on the bracelet, insert the tongue into the clasp until you hear a ""click."" Then, clip the safety arms down on both sides of the clasp to secure the bracelet. To take it off, unclip and pull the two horizontal safety arms away from the sides of the clasp. Then, press the thin vertical button to release the inner tongue.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/30227/original/0-BaguetteTennisRiviereBracelet-14K-Front_134.jpg?1695232460"
"1720903087-16","https://mejuri.com/ca/en","Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets","Chain Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets/chain-bracelets","Diamond Tennis Bracelet 1.8mm","https://mejuri.com/ca/en/shop/products/diamond-tennis-bracelet-2-ct?qID=31362fa236e62844ceb5ceaee72aa6c4","Diamond Tennis Bracelet 1.8mm","From C$4000","There’s nothing like capturing that ping of sparkle from diamond. Here’s that ping multiplied for an investment piece that’ll induce gasps for decades to come. Handcrafted in 14k solid gold featuring responsibly sourced diamonds. To put on the bracelet, insert the tongue into the clasp until you hear a ""click."" Then, clip the safety arms down on both sides of the clasp to secure the bracelet. To take it off, unclip and pull the two horizontal safety arms away from the sides of the clasp. Then, press the thin vertical button to release the inner tongue.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/30232/original/0-BoldDiamondTennisBracelet-14K-Front_183.jpg?1695234579"
"1720903092-17","https://mejuri.com/ca/en","Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets","Chain Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets/chain-bracelets","Boa Chain Bracelet","https://mejuri.com/ca/en/shop/products/boa-chain-bracelet-silver?qID=31362fa236e62844ceb5ceaee72aa6c4","Boa Chain Bracelet","C$128","Snakes, rebranded. We’re into them—in the form of a statement-making chain. Stay open-minded and stack it up. Handcrafted in sterling silver.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/29289/original/0-SILVERCHAINS_BoaChainBracelet_SS_TOPDOWN_432.jpg?1682955252"
"1720903097-18","https://mejuri.com/ca/en","Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets","Chain Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets/chain-bracelets","5mm Curb Chain Bracelet","https://mejuri.com/ca/en/shop/products/5mm-curb-chain-bracelet-oxidized-silver?qID=31362fa236e62844ceb5ceaee72aa6c4","5mm Curb Chain Bracelet","C$168","An update to a classic made for every day (and everyone). Style it solo or double up, either way it's a statement maker. Handcrafted in oxidized sterling silver—for fans of the lived-in look.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/32415/original/0-MENSOXSILVER-5mmCurbChainBraceletOXSIlver-SS-TopDown_474.jpg?1714500712"
"1720903102-19","https://mejuri.com/ca/en","Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets","Chain Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets/chain-bracelets","Round Box Chain Bracelet","https://mejuri.com/ca/en/shop/products/round-box-chain-bracelet-titanium?qID=31362fa236e62844ceb5ceaee72aa6c4","Round Box Chain Bracelet","C$198","Simple is always best when it comes to your every day. Not too bold, not too narrow, this chain bracelet was made to be worn. Handcrafted in titanium.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/25429/original/0_RoundBoxChainBracelet_T_Hero.jpg?1656007011"
"1720903107-20","https://mejuri.com/ca/en","Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets","Chain Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets/chain-bracelets","Diamond Tennis Bracelet 1.8mm","https://mejuri.com/ca/en/shop/products/diamond-tennis-bracelet-2-ct-white-gold?qID=31362fa236e62844ceb5ceaee72aa6c4","Diamond Tennis Bracelet 1.8mm","From C$4000","There’s nothing like capturing that ping of sparkle from diamond. Here’s that ping multiplied for an investment piece that’ll induce gasps for decades to come. Handcrafted in 14k solid gold featuring responsibly sourced diamonds. To put on the bracelet, insert the tongue into the clasp until you hear a ""click."" Then, clip the safety arms down on both sides of the clasp to secure the bracelet. To take it off, unclip and pull the two horizontal safety arms away from the sides of the clasp. Then, press the thin vertical button to release the inner tongue.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/30237/original/0-BoldDiamondTennisBracelet-WG-Front_183.jpg?1695235062"
"1720903111-21","https://mejuri.com/ca/en","Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets","Chain Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets/chain-bracelets","Curb Chain Charm Bracelet","https://mejuri.com/ca/en/shop/products/curb-chain-charm-bracelet?qID=31362fa236e62844ceb5ceaee72aa6c4","Curb Chain Charm Bracelet","C$848","An update to a classic made for every day (and everyone). Handcrafted in 14k solid gold featuring our Stacker Clasp—a link that layers three of your favorite charms together.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/32573/original/0-ENHANCERCHAINS-CurbChainCharmBracelet-14K-TopDown_070.jpg?1716833299"
"1720903116-22","https://mejuri.com/ca/en","Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets","Chain Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets/chain-bracelets","Square Box Chain Bracelet","https://mejuri.com/ca/en/shop/products/square-box-chain-bracelet?qID=31362fa236e62844ceb5ceaee72aa6c4","Square Box Chain Bracelet","C$778","Nothing says understated like this chain—no matter how you wear it. Handcrafted in 14k solid gold.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/31050/original/0-SquareBoxChainBracelet-14K-TopDown_022.jpg?1699989443"
"1720903122-23","https://mejuri.com/ca/en","Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets","Chain Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets/chain-bracelets","Serpentine Chain Bracelet","https://mejuri.com/ca/en/shop/products/serpentine-chain-bracelet-white-gold?qID=31362fa236e62844ceb5ceaee72aa6c4","Serpentine Chain Bracelet","C$458","Sleek, slinky and statement—everything you need in one staple chain. Handcrafted in 14k solid gold featuring flat, braided links designed for comfortable all day wear. Available in four lengths.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/27951/original/SERPENTINE_Bracelet_WG_HERO_Overall.jpg?1673980473"
"1720903127-24","https://mejuri.com/ca/en","Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets","Chain Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets/chain-bracelets","Large Square Oval Chain Bracelet","https://mejuri.com/ca/en/shop/products/large-square-oval-chain-bracelet?qID=31362fa236e62844ceb5ceaee72aa6c4","Large Square Oval Chain Bracelet","C$668","It’s a new classic. The necklace that you never have to take off, goes with everything, and takes your look to another level—is this one. Handcrafted in 14k solid gold.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/29867/original/0-14KBRACELETS_LargeForzentinaChainBracelet_14k_TopDown_024.jpg?1689706002"
"1720903133-25","https://mejuri.com/ca/en","Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets","Chain Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets/chain-bracelets","Round Box Chain Bracelet","https://mejuri.com/ca/en/shop/products/round-box-chain-bracelet?qID=31362fa236e62844ceb5ceaee72aa6c4","Round Box Chain Bracelet","C$568","Simple is always best when it comes to your every day. Not too bold, not too narrow, this chain was made to be worn. Handcrafted in 14k solid yellow gold. Plays well with the Round Box Chain Necklace.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/31042/original/0-RoundBoxChainBracelet-14K-TopDown_174.jpg?1699989160"
"1720903139-26","https://mejuri.com/ca/en","Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets","Chain Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets/chain-bracelets","Flat Curb Chain Bracelet","https://mejuri.com/ca/en/shop/products/flat-curb-chain-bracelet?qID=31362fa236e62844ceb5ceaee72aa6c4","Flat Curb Chain Bracelet","C$668","The bracelet that you never have to take off, goes with everything, and takes your look to another level—is this one.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/27055/original/fcb_1.jpeg?1667925584"
"1720903147-27","https://mejuri.com/ca/en","Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets","Chain Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets/chain-bracelets","Rolo Chain Charm Bracelet","https://mejuri.com/ca/en/shop/products/rolo-chain-charm-bracelet?qID=31362fa236e62844ceb5ceaee72aa6c4","Rolo Chain Charm Bracelet","C$668","It’s the chain. The well-rounded, gets-along-with-every-look type of chain. Handcrafted in 14k solid gold featuring our Stacker Clasp—a link that layers three of your favorite charms together.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/28351/original/0-ROLOCOLLECTIBLECHAIN_RoloChainBraceletEnhancer_14k_Topdown_202.jpg?1675371887"
"1720903154-28","https://mejuri.com/ca/en","Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets","Chain Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets/chain-bracelets","Serpentine Chain Bracelet","https://mejuri.com/ca/en/shop/products/serpentine-chain-bracelet?qID=31362fa236e62844ceb5ceaee72aa6c4","Serpentine Chain Bracelet","C$458","Sleek, slinky and statement—everything you need in one staple chain. Handcrafted in 14k solid gold featuring flat, braided links designed for comfortable all day wear. Available in four lengths.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/20861/original/0_SerpentineChainBracelet_YG_Hero_Front.jpg?1628705803"
"1720903161-29","https://mejuri.com/ca/en","Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets","Chain Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets/chain-bracelets","Square Box Chain Bracelet","https://mejuri.com/ca/en/shop/products/square-box-chain-bracelet-high-polish-silver?qID=31362fa236e62844ceb5ceaee72aa6c4","Square Box Chain Bracelet","C$128","Nothing says understated like this chain—no matter how you wear it. Handcrafted in sterling silver with a high polish finish.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/31131/original/0-SquareBoxChainBraceletHighPolishSilver-SS-TopDown_150.jpg?1700686180"
"1720903168-30","https://mejuri.com/ca/en","Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets","Chain Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets/chain-bracelets","Diamond Half Tennis Bracelet","https://mejuri.com/ca/en/shop/products/diamond-half-tennis-bracelet?qID=31362fa236e62844ceb5ceaee72aa6c4","Diamond Half Tennis Bracelet","C$1200","There’s nothing like capturing that ping of sparkle from diamond. Here’s that ping multiplied for an investment piece that’ll induce gasps for decades to come. Handcrafted in 14k solid gold featuring responsibly sourced diamonds.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/30309/original/0-DiamondHalfTennisBracelet-14K-Front_233.jpg?1695906517"
"1720903172-31","https://mejuri.com/ca/en","Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets","Chain Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets/chain-bracelets","5mm Curb Chain Bracelet","https://mejuri.com/ca/en/shop/products/curb-chain-bracelet-titanium?qID=31362fa236e62844ceb5ceaee72aa6c4","5mm Curb Chain Bracelet","C$268","An update to a classic made for every day (and every one). Style it solo or double up, either way it's a statement maker.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/22522/original/Curb_bracelet_titanium_hero.jpg?1635531296"
"1720903178-32","https://mejuri.com/ca/en","Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets","Chain Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets/chain-bracelets","Dot Chain Bracelet","https://mejuri.com/ca/en/shop/products/dot-chain-bracelet?qID=31362fa236e62844ceb5ceaee72aa6c4","Dot Chain Bracelet","C$318","Dot your I’s and stack them too. This one’s handcrafted in recycled 14k solid gold. Perfect for your regular rotation of stackers.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/24473/original/0_Confetti_Chain_Bracelet_Overhead.jpg?1648501335"
"1720903183-33","https://mejuri.com/ca/en","Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets","Chain Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets/chain-bracelets","Trace Rectangle Chain Bracelet","https://mejuri.com/ca/en/shop/products/trace-rectangle-chain-bracelet-silver?qID=31362fa236e62844ceb5ceaee72aa6c4","Trace Rectangle Chain Bracelet","C$128","The ingredients for an excellent chain include equal parts sleek, edgy, modern, and minimal. This one has it all. Handcrafted in sterling silver.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/29239/original/0-SILVERCHAINS_TraceRectangleChainBracelet_SS_TOPDOWN_448.jpg?1682619338"
"1720903188-34","https://mejuri.com/ca/en","Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets","Chain Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets/chain-bracelets","Timepiece Chain Bracelet","https://mejuri.com/ca/en/shop/products/timepiece-chain-bracelet?qID=31362fa236e62844ceb5ceaee72aa6c4","Timepiece Chain Bracelet","C$368","You could say it’s a sleek and timeless chain. Handcrafted in 14k solid yellow gold.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/29861/original/0-14KBRACELETS_2.5mmHollowBoxBracelet_14k_TopDown_021.jpg?1689703032"
"1720903194-35","https://mejuri.com/ca/en","Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets","Chain Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets/chain-bracelets","Engravable Bar Curb Chain Bracelet","https://mejuri.com/ca/en/shop/products/engravable-bar-curb-chain-bracelet?qID=31362fa236e62844ceb5ceaee72aa6c4","Engravable Bar Curb Chain Bracelet","C$398","Keeping secrets is not what you do best. Say it all with an engravable message linked on a classic cable chain. Handcrafted in 14k gold.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/30872/original/0-EngravableCurbBracelet-14K-Front_271.jpg?1699367751"
"1720903200-36","https://mejuri.com/ca/en","Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets","Chain Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets/chain-bracelets","5mm Curb Chain Bracelet","https://mejuri.com/ca/en/shop/products/curb-chain-bracelet-silver?qID=31362fa236e62844ceb5ceaee72aa6c4","5mm Curb Chain Bracelet","C$188","An update to a classic made for every day (and everyone). Style it solo or double up, either way it's a statement maker.","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/24148/original/0_Curb_Chain_Bracelet_Silver_High_Polish.jpg?1647353404"
"1720903206-37","https://mejuri.com/ca/en","Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets","Chain Bracelets","https://mejuri.com/ca/en/category/bracelets-anklets/chain-bracelets","Round Box Chain Bracelet","https://mejuri.com/ca/en/shop/products/round-box-chain-bracelet-silver?qID=31362fa236e62844ceb5ceaee72aa6c4","Round Box Chain Bracelet","C$128","Simple is always best when it comes to your every day. Not too bold, not too narrow, this chain was made to be worn. Handcrafted in sterling silver. Plays well with the Round Box Chain Necklace","https://static.mejuri.com/mejuri-com/image/fetch/c_scale,f_auto,q_60,w_230/https://static.mejuri.com/legacy-front/production/system/spree/products/24143/original/0_Round_Box_Chain_Bracelet_Silver_High_Polish.jpg?1647353011"
